line,label
las amigas igual lo mismo no amigas son este este así hablan bien bien bien así bonito no y pero hay otras que no son tan igual bueno igual lo mismo lo mismo que nada que he conocido que he estado en mi niñez es lo mismo sí,lapaz
solo estoy en la casa no más soy ama de casa,lapaz
sí a trabajar como le digo como me gusta a mí trabajar hasta ahora sigue quiero trabajar pero voy a trabajar pronto ya sí,lapaz
de mi mi dedicación siempre ha sido este de construcción albañil desde mi niñez he empezado como le digo no que he empezado desde mi niñez a trabajar con he tenido a mi hijita la mayorcita desde mis quince años he empezado a trabajar sí hasta ahora sigue me gusta trabajar porque más que todo a eso me he acostumbrado sí,lapaz
sí quisiera estudiar como le dicho la anterior pasada quiero estudiar ser abogada no es mi sueño de de ser abogada,lapaz
para ayudar a las señoritas las mujercitas que siempre llegan a un tropiezo que los por eso como los hombres se juegan y ya está con su barriguita y listo no sé yo nada y ya por eso que se la mujercita hay que saber también este de otra mujercita ayudarle también no,lapaz
no pues como le digo la anteriormente que yo a me puedo ir a pasear o bien irme a mi campo pero más que todo yo voy a mi pueblo sí donde mi papá o donde mi suegra donde de mi esposo donde su abuelo así,lapaz
no he tenido accidentes ni en el viaje sí he tenido accidente en el trabajo sí,lapaz
no me caído no como estaba trabajando de albañil y me caído del segundo piso me he caído,lapaz
no tampoco porque solo era no sé si me he resbalado pero no me recuerdo la verdad he aparecido en el piso no más qué susto sí,lapaz
no eso sí nunca he tenido fracturas nunca he tenido sí,lapaz
de mi viaje se ir porque a entity se ir no antes sé ir cuando tenía mis diecisiete dieciséis en porque es que como mi mamá y mi papá se han alejado entonces yo he tenido mi padrastro y de mi padrastro su pueblo sabemos ir como es de entity ese lado se ir con mi padrastro no pero como mi padrastro se ha ido al cielo ya no puedo ni donde ir sí,lapaz
vivía,lapaz
de casani sí,lapaz
es es así un pueblito no más también pues como en mi pueblo de de entity sí pero también cambia no porque ese lado es un poco es lago no pero en mi pueblo no pues es solo un montes pastitos así y en su pueblo de mi pueblo de mi padrastro también no es así sí,lapaz
sí cosechamos todas las verduras que traemos no acelga apio papas el choclo zanahoria todas las cosas que venden en el mercado todo traen de ese lado sí,lapaz
ahorita están est sembrando papa y alberja sí,lapaz
con eso pues tendría mi propia casita no mi propia casa para estar tranquila no así para no pagar alquiler mejor que es estar en la comprarse una casita si tendría por eso mi sueño es trabajar quiero así trabajarme y tener mi propia casa para estar tranquilo y para que estén mis bebés tranquilas también aunque sean jóvenes ya van a tener su cuartito sí así sería mejor sí,lapaz
sí,lapaz
no yo pues cuando era niña pues como le contaba la anteriormente que yo solo manejaba pues mis esos juguetitos de mis parecido al celular pero ahora ya hay celulares ya hay todo pues para comunicarse antes no había ni whatsapp no había ni esos facebook no había nada solo era un celular de esos larguitos que no se si tu sabías si tu mami sabía manejar mi mamá solo manejaba esos celulares grandes sí con eso no más sabe comunicación ni en ese momento tampoco sabe haber bien comunicación porque no llegaba la antena mucho bien ahora ya pues todo ya es celular whatsapp todo eso no a antenas por aquí por allá sí,lapaz
como le cont comentaba le estaba contando que a mí me gusta el deporte no más me gustaba el fútbol y el futsal volly basquet no no tanto sí,lapaz
si me sigue gustando y hasta ahora sigo jugando también,lapaz
sí,lapaz
si le gustaba no porque desde cuando ha tenido su accidente y se ha lastimado su rodilla ya no puede sí,lapaz
sí tengo cambiar de ser aler este terca de ser este no cómo sería de ser terca soy no me hablo así fuerte hablo y tengo que cambiar eso porque mis pequeñas lo mismo van hacer que yo hasta que ahora que estoy viéndoles a mis hijitas yo grito y mis pequeñas lo mismo gritan tengo que cambiar de ser así porque no quiero que sean mis pequeñas lo mismo que yo sí,lapaz
sí,lapaz
porque estoy así con mi pareja no que con mi pareja antes así no como le contaba con mi pareja había peleas discusiones y todo eso pero ahora ya estoy tranquilo gracias a dios me lo ha hecho cambiar a mi esposo no porque él era así tomaba para mí era preocupación ir a buscarle a la do dónde voy a ir a buscarle y ahora estoy feliz contenta porque estoy con mi pareja hasta ahora sigue conmigo no también está aguantando de lo que soy por eso tengo que cambiar yo sí,lapaz
no tengo porque lo he roto la antena y por ese motivo no no puedo mirar no,lapaz
sí que me llamaba la atención porque que de las mujercitas entre pareja cómo se pelean o como abusan a las mujercitas yo mismo me yo misma me renegaba,lapaz
sí en las noticias sí,lapaz
sí,lapaz
tendría que ser un cambio no a mi parecer que los jóvenes no van a cambiar ya ha cambiado la este la todo ha cambiado el tiempo no por eso yo también en las noticias yo veo que un joven la mata a su mamá que todo eso entonces que ha cambiado pues los jóvenes ya son pues bien alte alteradores ya son desde tiempo antes no había eso no o de mi papá en su tiempo hasta de mi abuelito en su tiempo y no había eso de gritar a una mamá de pegar a una mamá o a un papá no había eso ahora ya hay de pegar a la mamá al papá le gritan le tratan de todo y de nada,lapaz
sí pues hay que educar no más a los a los jóvenes si no sí es el papá es un poco alterador su hijo es lo mismo sí la mamá es un poco alterada la señorita también es lo mismo sí una mamá es humilde así agacha la cabeza lo mismo no las wawas eso ven y ya prefiere agachar la cabeza y listo nada más,lapaz
mi hijita si yo le yo le hablo porque ha visto también un tiempo como con mi pareja estaba no y por eso de mi hijita ya ya entiende las cosas por eso como le digo a su tía mismo le habla le encarga le explica siendo que ella es una wawita le explica yo le hablo y mi hijita lo mismo le habla a su tía por eso ahí siempre hay un una confianza con mi hija porque hasta en el colegio hay cosas que pasan mi hijita va a la escuela entonces yo le digo un joven un chiquito una chiquita las chiquitas mismo son así que veo no que te estén tocando que te están así así alza haciéndote me dices me tienes que contar le digo no es a mi a tu papá por eso a su papá es más que todo le cuenta a veces también a mí sí,lapaz
con mi esposo sí siempre nos hablamos porque por eso como te digo la anterior mi esposo es bien celosito porque tiene pura mujercitas claro y por eso también ya ya a mi hijita le hablamos no si un joven una persona adulto mayor que te hable que te diga vení tu mamá te llama o tu papá te llama eso nunca se dice ya porque para que mele puede llamar para abusarle para secuestrarle es eso también para hacer preocupar a la mamá y al papá y a la familia no y pero siempre con mi esposo le hablamos a mi hijita porque es la mayorcita para que no caiga como nosotros no hasta mi esposo mismo ha caído en eso y por eso también yo hablado a mi hijita que estudien que que con los ya va a ser jovencita también ya va a ser toda una señorita que este con sus amiguitos bien que tenga si va a tener amigos tiene que respetar también su amiguito no o mi hijita mismo hacerse respetar y eso también sería por eso yo siempre con mi esposo le contaba por más que todo mi esposo le habla yo no puedo porque que diciendo puedo contar también a mi hijita que diciendo puedo explicarle por eso mi esposo más que todo le habla si,lapaz
negativo porque más que todo en mi pueblo necesitan agua no en la ciudad no pues para que vamos a necesitar agua porque sí puede llover también pero no así aquí llueve en el campo no llueve en el campo llueve ya mejor pues en aquí también está soleando por porque más que todo en el campo necesitamos agua para siembras cosechas para cosechar porque sembramos algo y ya no hay agua y ya no llueve se secan nuestros nuestras verduras no papa todo lo que hemos sembrado se seca y también sino no no también más que todo también ya ya están utilizando aspersor porque no hay agua enton no llueve entonces ya pues aspersor tenemos que colocar a cada lado para que crezca si,lapaz
sí desde pequeña cosechaba yo mi papá más que todo como le comentaba como mi papá y mi mamá se han alejado he estado con mi papá tres años he estado con mi papá y también ya un tiempito me he venido aquí a estudiar me han sacado del medio año me he tenido que ir al campo y en el campo ya estaba y también a mi papá ya le veía también no como estaba haciendo las cosas le ayudaba a cosechar a sacar también las verduras para la carga todo eso,lapaz
sí sigue está viviendo mi papá sí,lapaz
igual está viviendo también toditos sí,lapaz
tengo mis hermanos mayores también que están en aquí en entity también viven ellos,lapaz
en total somos ocho tengo cinco varones y tres mujercitas sí,lapaz
toditos estamos en la ciudad sí,lapaz
a veces no cuando cuando subimos a entity si nos vemos a la pasado no más también porque como le comento que no me llevo mucho bien con mi hermanos entonces solo saludos o tomar refresquito hablar ya eso también no más es,lapaz
por el momento no no no tanto no si porque por aquí a mi parecer que no pasa nada a mi parecer pero tal vez estará pasando no pero no sé como vivía como en allá en la plaza en la rotondita ahí sí pasaba toda cosa se chocaban los autos los ladrones se entraban a la tienda robaban todo sí,lapaz
yo me pregunto a veces por qué bloquean no y para que tanto reclamo no eso sería,lapaz
de no pues como le digo la anterior estaba tejiéndome por el momento estoy haciendo no y ya como ya va a crecer mis pequeñas ya voy ya voy a empezarme a trabajar lo que yo quiero trabajarme también pero solamente estoy haciendo un poco de de tejer corpiños fajas lo que sea lo que lo que se me antoja hacer,lapaz
mi mamá eso me ha enseñado mi mamá me ha enseñado a tejer porque como mi mamá como yo estaba con mi mamá ya no entonces mi mamá se ponía a tejer yo le miraba entonces yo también mi mamá era le decía ya compramelo lana y yo también ya me empezaba a tejer,lapaz
sí desde niña también porque en el colegio también me gustaba hasta ahora sigue me gusta no como mi niñez me gustaba tejer a mi mamá le veía hacer tejer y como se han alejado con mi papá desde ahí me olvidado de tejer y en la escuela tampoco saben hay profesores que son buenos y malos no mm mi profe me sabe decir mi profesora me sabe decir teje así como yo no podía entonces pues que lo se deja hay veces que ya no se ir a la escuela cuando me tocaba con el profesor de técnica y por eso también yo lo he dejado todo eso y ahora hasta ahora sigo también estiendo trabajando no este tejiendo sigo tejiendo no con con lo que mi mamá me dio ya me ha enseñado también no hacer fajas corpiños todo eso sí,lapaz
sí un tiempito estaba en dos mil once estaba aquí en el colegio medio año no sí me tenido que ir al campo,lapaz
sí cambia la diferencia del del las tareas y lo que nos enseña también los profesores,lapaz
del la tarea de lenguaje de aquí otra clase y en la en la ciudad también en el campo y en la ciudad siempre cambian porque aquí en la ciudad nos dan menos tarea y en el campo nos dan más tarea,lapaz
el plato preferido de mi es el plato paceño y el este tengo hartos platos preferidos del campo no el que es el este ay se me ha olvidado ese plato que siempre en el campo comemos,lapaz
es del campo siempre que cocinamos,lapaz
es este pues es como te puedo decirte es el choclo molido no esito choclo molido y con su papá la sopita no eso,lapaz
en el campo nuestro este pues el así el la el fiambre sabe ser nuestra papita y el postre como le dicen otros platano no eso y nuestra oca y nuestro ají concon qué se llama esto con queso con huevo,lapaz
sí yo tengo mis animalitos,lapaz
tengo mis animalitos yo en el campo porque están con mi papá,lapaz
todos tengo menos mi chanchito porque el chanchito es un poquito el olor y por ese motivo no tengo mis todo mi coneji los cuis no mis gatitos hasta aquí en mi cuarto tengo mis gatitos,lapaz
dos tengo una hembrita y un machito tengo en el campo también tengo mis animalitos los toritos las vaquitas mis ovejitas mis burritos tengo también esitos sí,lapaz
mi mayor sueño es tener mi propia casa sí tener mi propia casita para que estén mis hijtas en ahí tranquilas,lapaz
a los jóvenes de ahora que estén bien no el estudio es su papá y su mamá sí les apoya a los jóvenes que estudien que estudien no no creo que el papá y la mamá le haya dicho estudia y el joven también se está yendo a tomar a beber o está yendo mal camino no eso que estudien y que respeten a la mamá y al papá porque la mamá y el papá es siempre hay que respetarle aunque ellos no respetan por pero siempre hay que respetar aunque como les digo a los jóvenes les puede decir no son de aquí de la ciudad no tal vez nunca han conocido un pueblo un ir al al paseo de de campo en ahí los las las señoras no les hablaría igualito que puede tener que ester respetar a la mamá y al papá estudien todo eso y que no vayan ni a tomarse más que todo es importante estudiar aunque otros dicen no para qué voy a estudiar no no dicen pero es no más importante estudiar y todo eso no porque hay otros jóvenes que se humilla no por a veces estudiar por no saber hacer esto lo que hablan entonces yo yo le diría a los jóvenes que estén estudiando que no vayan a tomarse no más que todo a las señoritas que que se cuiden no porque en el siempre tiene que un amigo aunque tengas un amigo un amiga lo que lo que es siempre tiene que haber una amiga que que es como hermana mayor o que nos hable diciendo aunque nuestra hermana mayor no nos hablado bien una amiga siempre tiene que decirle así es o así haremos o tenemos que ser así para llevarnos bien nove y yo pues les digo a las señoritas a los jóvenes que respeten a su mamá que no sean tercos que no no discutan no o hablarse fuerte entre amigos no siempre son para hablarse para explicarse sí eso sería todo de mi parte,lapaz
si no te preocupes más bien gracias a ti no porque siempre una amiga aunque no nos conociéramos bien siempre tiene que decir mira estito así no a mí me gusta ser así porque aunque mi mamá y mi papá son un poco otra clase y siempre a una tía un adulto mayor aconseja no debe ser así bien agacharte la cabeza si alguien te dice algo no y por eso yo soy así,lapaz
primero buenas tardes agradecido por ser entrevistado y no hay problema de tú a tú está bien,lapaz
actualmente estoy bien todo tranquilo normal,lapaz
vivo en entity achocallla es un poco lejos pero pero se vive tranquilo,lapaz
es una urbanización entity que se llama entity resort a poc a unos metros de la universidad upb y es muy tranquilo hay hay movilidad pero muy escasa pero se vive tranquilo hay piscina en la univ urbanización hay buenos vecinos se vive bien con con un confort estable y muy tranquilo,lapaz
aproximadamente un año un año voy viviendo y todo va bien,lapaz
lo negativo bueno que es un poco lejos el tiempo el se podría decir el gasto en cuanto a transporte es un poco mayor y bueno el tiempo no que bueno de aquí es una media hora o cuarenta minutos de cualquier lugar de la ciudad y esos podrían ser lo los contras lo lo lo positivo es que es muy tranquilo hay seguridad en la uni urbanización hay piscina y nada es muy cerca igual de la universidad para muchos jóvenes no que que conozco que están en la ur urbanización que sí estudian ahí,lapaz
bueno tiene un patio un jardín y dos pisos bueno yo vivo en el piso de abajo porque en el piso de arriba hay hay dos habitaciones y una oficina y abajo hay un cuarto y todo el piso de abajo toda la planta de abajo es mía je me gusta mucho estar llega mucho el sol eso es muy bueno me gusta echarme en en el hall si se podría decir o o en el living llega mucho el sol y para para relajarme igual tengo igual dos perritos que tienen su espacio y igual la piscina es muy muy cómoda,lapaz
bueno no estoy casado pero estoy en una relación con una chica y nada ya llevamos algunos años,lapaz
en un futuro sí viendo cómo van las cosas sí podría podría tener esa opción de casarme y yo la verdad sí quiero,lapaz
bueno mi ideal es que tener antes de los treintas y poder brindarle igual juventud a mi hijo y que a mis hijos que que bueno eso es lo mejor poder tener las energías para convivir con ellos y y criarlos de la mejor manera y en cuánto a cuántos hijos bueno dos máximo tres pero dos una parejita estaría bien,lapaz
bueno me despierto a las siete de la mañana me arreglo me alisto desayuno hasta las ocho y media y a las nueve entreno mis entrenamientos van de nueve hasta las once obviamente me quedo un poquito más haciendo algunas cosas trabajo físico o bueno cositas extra que que me gusta hacer después de los entrenamientos después vuelvo a almorzar a eso de la dos a eso de las doce una y ayudo en mi casa a la limpieza y todo eso y vuelvo al gimnasio bueno voy a entrenar en la tarde al gimnasio a las a eso de las tres cuatro bueno es va en esas horas hasta las cinco seis depende a qué hora entre dos horas y y nada igual y para mantenerme bien físicamente después de eso si se da voy a visitarla a mi enamorada y y bueno después a mi casa y me acuesto diez once máximo,lapaz
bueno,lapaz
sábado más con la con la enamorada no para pasar más tiempo es un es un día que que tiene más tiempito y y puedes tener más planes y domingo yo lo paso con la familia o a veces hay partidos sábado domingo muy depende de lo que te programen y bueno obviamente siempre como primer primera posición en prioridades el bueno los partidos ya de acuerdo a eso igual me voy organizando mi día domingos igual me gusta pasarlo con la familia,lapaz
bueno en al fútbol es algo que que quiero nunca es tarde y y nada sé sé que la voy a lograr de la mano de de dios y y nada yo con la fe intacta sigo entrenando sigo creyendo que lo voy a lograr soy capaz y me dedico al fútbol eso es lo que hago,lapaz
bueno primero que empezando desde pequeño mi papá me fue mi primer técnico me enseñó a jugar desde los tres años él fanático igual del fútbol que me compraba pelotas y todo eso y nada super bueno me me enseñaba a jugar y bueno y a la primera escuela que he entrado fue a los cinco años al y nada fue fue muy linda experiencia me acuerdo que tenía compañeros así y todos pequeños y era el menor porque he entrado a la sub seis con cinco años y y nada me fue muy bien poco a poco ya fui madurando la la idea de bueno ser futbolista no bueno todavía no pero al de la sub siete salí campeón con de de la asociación de entity sub nueve me ahí me cambié en esos años me cambié a entity y salí campeón con entity sub nueve y y con el mismo equipo que bueno ya se fue formando amigos hasta los papás ya eran amigos y compañeros y se formó un gran equipo y decidieron desvincularse un un momento de de entity que tenía unas complicaciones y nos fuimos a loyola loyola nos prestó el nombre en realidad nosotros éramos un equipo que estaba buscando algún equipo que tenga personería jurídica y y y y tenga el nombre para poder jugar en la asociación y hemos salido campeones sub once y sub sub trece con con ese equipo era me acuerdo era muy muy bueno aparte que hacíamos todos los años viajes a entity representábamos bien a entity también a al campeonato tahuichi de entity y nada siempre con muy buena representación no logramos salir campeones pero llegamos a fases finales y de ahí volvimos a entity que nos ofrecieron otra vez estar y salí campeón en la en la sub quince con entity en un partido ese sí me acuerdo porque fue hace un uno de los que más recuerdo ganamos en penales a no recuerdo a qué equipo pero me acuerdo que ganamos en penales y yo fallé el primer penal fallé el primer penal y no no sabía cómo sentirme yo pateaba muy bien pateo muy bien penales siempre me daba la confianza los técnicos de ser el primero que patea pateaba los penales pero la fallé y por suerte ganamos el partido y de la sub diecisiete ya estaba con el litoral sí sí estaba con litoral y bueno perdimos en la final en penales justamente un partido muy reñido y ahí pude bueno me lesione del hombro puede o sea tuve una mala caída y me lesione el hombro pero yo seguía jugando quería jugar ese partido y bueno después a lo largo del tiempo tuvo sus complicaciones pero bueno perdimos despué s se me dio la oportunidad de poder jugar en la reserva de always y me dijeron que sí que vaya a jugar y nada ahorita actualmente estoy en en la reserva del always tratando de subir al primer plantel que con el cual ojalá dios quiera cualquier rato suba y estoy en eso estoy en eso y bueno hasta hasta el momento esa fue mi experiencia futbolística,lapaz
bueno el fútbol boliviano es muy lindo tiene lo que no me gusta es que siendo paceño dan más oportunidad a los a los muchachos de entity y bueno eso creo que la mayoría de de los que juega fútbol paceños o de otras ciudades tienen esa frustración de de que escogen a cambas y bueno eso es por un lado malo porque igual uno siente como lo van relegando por ser paceño y no eso o por ser de entity entity de entity entity siempre hay una pequeña referencia a los cambas y bueno en cuanto a fútbol profesional creo que nos falta mucho empezando de la dirigencia creo que nos falta mucha mejorar la idea de fútbol eeh pero siento que poco a poco va mejorando con este tema del var el fútbol boliviano fútbol profesional y va mejorando por ejemplo el bolívar el entity ahorita es el que tiene todo tiene divisiones inferiores bien bien hechas tiene convenios con otros otros países con otros equipos y de eso se trata creo que exportar el talento boliviano que hay mucho talento boliviano es muy bueno y bueno el entity lo está haciendo de la mejor manera tiene infraestructura tiene visión a futuro y creo que deberían implementar eso en todos los equipos bolivianos y lograr sacar jugadores al exterior y así mejorar el fut fútbol boliviano la selección boliviana bueno eso nos falta desde el tema dirigencial creo yo,lapaz
bueno en el tema de bueno me gusta mucho informarme en el tema del fútbol mundial aam a eso uso aplicaciones o bueno instagram facebook que tienes páginas que que te mantie mantienen al tanto de todo de de traspasos de noticias de resultados de partidos a mí me gusta bastante mantenerme al tanto de fútbol mundial en cuanto al fútbol boliviano igual aplicaciones eso eso es bueno porque ya implementan hasta el fútbol boliviano tienen estadísticas de de los jugadores de los equipos tablas de posiciones y y a diario las veo las analizo y nada me gusta bastante y en i igual páginas de de facebook que de fútbol boliviano que que son cosas más dirigenciales te podrían te se podría decir porque en no sé en por ejemplo del de la presidencia de montes me he enterado de facebook de instagram me acuerdo y bueno son cosas que en las en las aplicaciones no te dicen muchas veces y tienes que buscar en medios bolivianos paceños que pueden informarte de eso y también la deportiva que que hace tiempo vienen haciéndome una cobertura bueno una vez me hicieron una nota y empecé a seguirlos en facebook y bueno tienen buen contenido,lapaz
en ese tema bueno no no me mantengo muy al tanto las cosas bueno me entero obviamente de de las cosas por encima no las generales las que salen a la luz,lapaz
no no no soy mucho de informarme en cuanto a política ni nada de eso,lapaz
no sí no,lapaz
bueno fue muy linda gracias a mis padres que siempre estuvieron ahí para mi toda mi todo mi des desarrollo siempre estuvieron al pendiente tengo una hermana mayor que tengo muy lindos recuerdos con ella tengo primos primas tíos tías que que siempre siempre han estado ahí para no sé jugar o tener experiencias distintas mis papás siempre se esforzaron por darme lo mejor en cuanto al colegio estuve en el colegio cumbre y y fue muy lindo colegio tengo amigos que igual que que se van que son para toda la vida tuve un amigo que se fue a españa a vivir y bueno él es que el que desde pequeño lo conozco y bueno son diferentes las relaciones con los amigos poco a poco el me vio crecer y yo lo vi crecer y y cada vez más unidos eso es muy lindo que que el colegio te da amigos te da compañeros de vida y bueno mi niñez fue muy linda mis abuelos y abuelas siempre siempre me dieron tod todo el cariño del mundo no me faltó nada y bueno siempre muy agradecido con mis padres que que me dieron que que no me faltó nada no me faltó nada y siempre estuve cómodo en todas las posibilidades que tenemos y el amor es lo que prevalece en la familia,lapaz
bueno sí era muy travieso mi mamá me cuenta que bueno si tuve tuve muchas cosas de desde pequeño por ejemplo en el colegio me me castigaban bastante en mi colegio se implementa esto de partes de conducta que significa que si cometes una falta grave te mandan ese parte de conducta y eso va al currículo de de estudiante y si acumulas tres en un año es un día de suspensión yo acumulé tres en un año y me suspendieron un día lamentablemente pero era eso de segundo de secundaria o primero si no estoy mal no me acuerdo cuantas cosas hice a lo largo de todo el colegio de mi vida escolar he debido tener unos siete partes de conducta les llevé un poco de problemas a mis papás en ese sentido en cuanto al colegio que sí era fregado pero pero siempre siempre fui buen estudiante pude ser fregado pero buenas notas siempre y y en el tema bueno más de pequeño cuando no estaba todavía no en el colegio tuve varias experiencias por ejemplo me al alguna bueno una vez me mordí mi labio porque me me caí no no perdón mi lengua y se me partió mi lengua a la mitad y mis papás ese rato me llevaron al médico y y me cosieron la lengua tengo como que una ampollita o algo en mi lengua que es lo de lo que me cosieron también cuando buenos mis mi papá tiene su primo en entity que justamente se iba a casar yo pequeño sera tres años cuatro estaba corriendo por por el salón de por el salón y y el decorado de la torta tenía como que pequeños vidrios incrustados yo estaba corriendo y me fui directo a la mesa de bueno la torta que tenía esos decorados y me corte la frente y ese rato un lio en la en la boda mi pap mis papás me llevaron al al médico pero con con la frente cortada y y no bueno esas experiencias de pequeño que era era muy hiperactivo era travieso pero bueno creo que creo que es normal en niño joven que tenga ese ese tipo de comportamientos,lapaz
sí,lapaz
bueno la verdad que sí bueno fue duro para todos na nadie por suerte no no tuve nadie fallecido en mi familia eso le doy gracia a dios que no pude perder a ningún familiar por este tema del covid pero sí obviamente hubo contagiados bueno yo lo viví de bueno era no entrenar no no no se podía entrenar pero tenía que mantenerme en forma y nada hacía ejercicios en las en las mañanas hacía ejercicio me acuerdo me despertaba y tenía unas dos horas de ejercicio después distraerme jugar play un rato no había mucho que hacer en realidad ayudar en la casa limpiar limpiamos toda la casa me acuerdo mi mamá me me decía no tienes que ayudar no no había nada que hacer no había mucho que hacer por suerte vivía en en lugar alejado que era entity y y no había bueno era un lugar espacioso así que bueno tenía para jugar con mi balón con mi papá salíamos al patio a jugar a hacer tecniquitas a jugar fútbol tenis bueno varias cosas que bueno se fueron que me fueron distrayendo de de todo este tema en mi casa pasado el mes dos meses mi mamá tuvo covid y estaba aislada en su cuarto y y bueno con yo yo ayudaba a las compras creo que había ese tema de carnet con la terminación del carnet de o par e impar y ayudaba en las compras a mi papá bueno a mis papás en realidad y y nada pues todos de miedo con esa esa esa época fue muy dura hubo hubieron varias familias que perdieron bastantes integrantes de la familia y bueno por suerte en mi familia no pero pero fue muy du ra fue una época de mucho miedo que bueno por suerte no no me llegó a mi tal vez yo fui asintomático pero de estar con oxígeno por suerte no ni llegar al al al límite de ir a una a un hospital o pero por eso por suerte a mí no me tocó eso yo estuve todo tranqui y y nada bueno fue muy dura esa época que aparte mi hermana estaba en rusia y no no podía ayudar ella ella igual allá en rusia otro otro otro lío no otra vida ella vivía sola y tenía su es muy diferente la vida allá así bueno no no puedo entrar mucho en detalle no no conozco mucho pero pero por suerte más controlada estaba la situación allá acá un poco se complicó y y bueno siempre ayudé a mi familia y a las compras a la la cocina a la limpieza y bueno eso,lapaz
bastante buen bastante alcohol no alcohol en gel entrabas a la casa te desinfectabas por ejemplo íbamos al mercado y y nada pues al volver era bañarse un poco en alcohol bueno todo con ese con con con eses implementaciones de bioseguridad barbijo mi mamá cuando mi mamá estaba con covid todo el día era barbijo porque podía estar infectada alguna parte de la casa no sé todo el día era con barbijo y y bueno también compramos esos trajes de bioseguridad impermeables y con eso salíamos a calle em a la al mercado bueno creo que funcionaron y no no tuvimos muchas complicaciones en mi casa,lapaz
bueno justamente el coronavirus empezó el dos mil veinte y dos mil diecinueve tuvimos esa complicación en cuanto al estado en octubre noviembre que bueno fue un bueno hizo bastante daño al país y bueno esa esa parte creo que era si no mal recuerdo bueno yo iba a entrenar normal por un mes he parado por todos éstos temas gubernamentales y pero yo seguía con la mentalidad de entrenar el dos mil diecinueve me fue muy bien pude estar en entre los primeros de de la reserva tipo en los más importantes y yo quería sobresalir y bueno estaba sobresaliendo pero pasaron todo este tipo de cosas que que dieron un una vuelta no tipo volviendo de la pandemia los entrenamientos no eran no eran lo mismo porque no iba mucha gente no era la misma competencia muchos se volvieron a sus ciudades natale s ya no era el mismo no era el mismo equipo no era mism no era nada lo mismo muchos igual dejaron el fútbol compañeros que sí conozco que dejaron el fútbol desp después de la pandemia y bueno yo siempre con la mentalidad de ser jugador profesional y seguir entrenando no me mantuve en buena forma antes de cuarentena durante y después de la cuarentena y entrenaba por mi parte creo que eso es lo más importante entrené por mi parte hubo una época en la cuarentena cuando ya estaba más relajada la situación iba a entrenar hasta carreras río abajo carreras a una a una cancha de pastito así súper linda y iba a entrenar con unos compañeros por suerte ahí mejoró bastante mi nivel y volviendo de la cuarentena pude sobresalir en del de mis compañeros porque teniendo ese entrenamiento estando en buena forma física pude sobresalir y y bueno volviendo al equipo me tomaron en cuenta y bueno estuve en realidad salimos campeones del dos mil veintiuno del torneo de reservas y y estuve ahí me acuerdo que estuve ahí y bueno siempre siempre principal dando lo mejor de mí espero cualquier rato poder subir al primer plantel siempre con esfuerzo y bueno con entrenamiento que fue lo que predominó en mí en estos años,lapaz
fueron unos días de miedo porque una una parte de de las movilizaciones partían de entity desde ahí bajaban a a la zona sur cota cota entity los pinos y yo vivía yo vivía en entity en en una paralela de la avenida principal y una noche me acuerdo cuando justamente el ex presidente evo morales renunció esa misma noche hubo un disturbio en en la quema de puma entity y volviendo a mi casa me fui por entity por atrás tratando de evitar todas estas movilizaciones vandálicas vemos bueno llegando a mi casa vemos humo saliendo de de esa zona y vemos y era fuego era era tremendo y desde ahí entró el miedo de de de que están bueno quemando puma kataris y qué más podían hacer no sabíamos fue muy duro porque unos tres cuatro días he estado sin prender ni una luz salíamos a la tienda por suerte era amiga de la familia y nos conocía bastante tiempo y y apenas nos nos vendían fridositas o algo no para comer en esos cuatro días y fue fueron fueron días difíciles me acuerdo que de esa noche a la mañana siguiente hubo un disturbio en la calle cincuenta y tres de entity y los policías mandaron gas lacrimógeno yo vivía en la cincuenta y ocho y fueron retrocediendo y en la puerta de mi casa hicieron fogatas o o se armaron para contraatacar digamos y bueno no sabíamos qué podíamos podían hacer también esas noches saquearon negocios o rompieron ventanas de de del de los edificios de la avenida y y no sabíamos qué más podían hacer y bueno mi familia entró en un poco en crisis no sabíamos qué hacer si irnos de esa casa o irnos a bueno a otra casa a una casa familiar y no no sabíamos qué hacer pero finalmente nos quedamos esos cuatro cuatro cinco días que bueno estuvimos y pasaron las cosas y bueno fueron mejorando las cosas fue fue fue muy duro de esos días de miedo miedo total,lapaz
sí bueno si hay la oportunidad viajamos y si no pues con los amigos o la familia pasar el tiempo que que son unos tres cuatro días de de feriado y bueno descansar también no no no tenemos muchas costumbres como por ejemplo ir a al al carnaval al carnaval de entity o participar de de del carnaval de acá de entity del prado se me fue ahorita el nombre pero no no somos mucho de eso con mi familia más som somos de familia hacer una parrillada juntarnos con los amigos eso y ahí si se da la oportunidad viajar,lapaz
