line,label
se podría decir que sí todo el día,2
estaba medio ebrio,2
no eso estaba jodido joven a ver con decirle que a principios ya teníamos más o menos teníamos nuestro guardadito ya luego de eso ya pues eso nos haiga durado pues cuatro casi medio año nos haiga durado ya tampoco no hemos no hemos comido así cosas ricas nada de eso ya nos ha durado por lo menos medio medio año así luego de eso pues ya ya nos ha costado pues ucha tampoco ya había pues trabajo para mí uta no y ahora qué vamos a hacer pucha no ya pues mi esposa ha salido pues a vender eso le cuento joven con mi esposa nomás ya pues ya hemos sabido hemos sabido pues cómo salir adelante ya mi esposa no sé algunas cositas como esos barbijos no ve fucha no esos atomizadores no ve ya pues esas cosas vamos a vender ya listo nos hemos ido nos hemos ido a vender eso a los mercados y más bien hemos vendido nomás un cachito hemos hemos recibido nomás así al por mayor y luego de eso pucha lo hemos rematado ya lo hemos vendido así no sé había unas tarjetitas mas ahoritita tipo credenciales así no me acuerdo su nombrecito eso más hemos agarrado así y ya pues así al comercio nomás pues ya nos hemos dedicado y ya ya hemos ido vendiendo nomás y le iba a ayudar también a mi esposa así mi esposa ha sido pues de la idea uta yo ya no ya no sabía de dónde sacar plata ya todo se ha cerrado pues las construcciones y ya no había pues nadie que trabaje así todo vacío nomás era pues uta de dónde voy a sacar plata decía pues uta no ya preocupación grave y así vendiendo nomás pues así ya al último ya hemos ido vendiendo más así alcoholcitos ya hemos ido vendiendo así qué cositas más era uta no me acuerdo che no sé pero así esas cositas que para para el virus no ve para esas cositas hemos ido vendiendo a veces también nos subíamos pues a entity así a veces hemos hemos ido también pues a entity así por la entity a veces nos sabemos ir todo con tal de vender pues futa joven todo con tal de sacar dinero teníamos que sacar pues así a mi hijo mayor ya le dejaba así a cargo de de mis hijos así ya van a van a hacer tal cosa así ya ellos tampoco no no no salían también pues ya pues nos teníamos que hacer responsables nomás nosotros como somos sus papás ya pues nos teníamos que hacer responsables y así nos subíamos a veces a entity así y así íbamos vendiendo más bien en entity nomás había nomás y luego de eso qué se dice los los fines de semana si no me equivoco subíamos joven y en la semana había nomás también en abajo en abajo más bien había en abajo un poco medio que se cuidaban más en entity no veía sigue a señores que andaban sin barbijos así con barbijos en las cabeza así perdón joven sí así pero así hemos sobrevivido a esa esa pandemia así aunque ahora ahora medio que ya está pasando así pero sí sigue hay que cuidarse nomás joven tampoco no hay que desprevenir así que digamos no pero así así joven pero tampoco dice que hay que creer pues joven hay que cuidarse pero no tanto creer así que digamos pero así joven así hemos sobrevivido nomás a plan de vender así vender cositas no ve así hemos sobrevivido y luego de eso ya este año más o menos ya ya ha habido nomás trabajitos así pero con barbijo pues joven ya no importa ya con tal de ganar platita ya pucha le he metido nomás ya pues ya ni modo pero puta joven aburrido era pues trabajar con barbijo no sé hasta ahora no me acostumbro pues yo joven a trabajar así con barbijo me saco siempre ahora sí ya cuando viene cuando viene el jefe para el que se lo estamos construyendo no ve cuando viene él nomás nos ponemos rápido me pongo el barbijo así hago así pues joven es que aburre pues a veces dicen también que no es no es saludable pues estar con barbijo todo el rato así ya no sé pues cómo aguantarán los los cajeros no no qué se dice los que trabajan en el banco no ve futa todo el día están no ve con barbijos y así en oficinas no ve futa no sé cómo estarán aguantando pero no sé dice que no es bueno pues tenemos que respirar siempre dice pues aire puro y a veces puta nos estamos jodiendo a veces así y hay también unas señoras que son uta bien exagerados también pues a veces cuando voy subiendo a entity uta no me saben pues con su atomizador me saben pues poner aquí pucha hasta a mí me saben poner uta tan cuidadoso ucha no ese debe ser pues ese debe vivir por zona sur se estar diciendo yo ese no se uta saben cuidarse grave pero bien exagerados también pues algunos ya eso ya además saben hacer renegar ahora me hacen renegar ya tanto así sabe ser ya veo a esa clase de personas ya automático yo así me me bajo el barbijo ya me hace renegar pues así sé estar así de por sí así a mi lentecito no ve se estar se estar poniendo delante pucha me sabe mirar grave la la señora ahorita que me acuerdo no pues quién le ha dicho que exagere pucha no ya está bien pues que un ratito cuidarse pero no pues tanto hasta a mí me sabe poner con su atomizador miércoles me sabe hacer renegar grave así pero joven así le cuento,1
eso mismo dijo él pero como usted sabe aquí trabajamos de lunes a viernes y no como puede salir los sábados como sabe las oficinas trabajan en esos días no se puede,2
a este paso vamos a estar rodeados de puro cemento y es una lástima porque da miedo porque la entity que era antes ya no está ya está desapareciendo y lo peligroso que es la ciudad es que es puro zonas más inclinadas y da miedo porque tanta construcción construcción por barrios pendientes que que está habiendo por todo lado deslizamiento cada año hay un deslizamiento por cualquier lado y no se y no se dan de cuenta que es por más que todo por la falta de cultura de sembrar árboles que están construyendo construyendo y no se dan de cuenta que eso provocan deslizamientos derrumbes y quién dice en el futuro a este paso va a desaparecer entity de tanta de de tanto edificio que andan construyendo por todo lado dios quiera que no pero hay que ver cómo cómo tienen que hacer políticas para mejorar eso porque nadie se está fijando eso nadie está llevando una estadística digamos de que por qué lado se está viendo más derrumbes pero esperemos que la ciudad en algún momento o que la gente despertemos y nos pongamos más las pilas y ayudemos a contribuir a mejorar la vida la vida porque ahorita están más preocupados en otra cosa en sobrevivir nada más que más ahorita se preocupan por conseguir dinero y no buscar el futuro de nuestros hijos no están están ahorita más preocupados en sobrevivir como van en el momento nada más y no tanto en el futuro,1
okay okay,2
entonces eso también se le pone ahí entonces viene lo que es el choclo el mote el agrio el la fritada y el ají que se hace con el maní,2
sí yo creo que le conté creo toda mi vida,2
sí sí han incrementado porque aparte muy aparte no e no so no solo eran las clases virtuales no han incrementado porque también compraba yo no tengo aquí un int un internet o sea wifi como lo dicen no lo tengo yo me compraba en mi celular diario y la verdad me hacía más gasto hasta incluso digamos había unos paquetes de internet que te podías comprar dos horas pero digamos la profesora se pasaba dos horas te lo gastaba tu crédito igual se gastaba más que más antes lo que pasaban clases normales hay solamente te pide la lista de útiles mientras ahorita en las cla en lo virtual se pedía se perdían los megas el tiempo también te pedían la lista de útiles casi normal y la verdad me parecía más gasto de las clases virtuales,1
bueno mi relación desde un comienzo o sea empezamos mal empezamos mal e igual terminamos hasta que nos separamos porque me daba un mal trato la señora me trataba o sea mal o sea a la patada se puede decir no no supo valorar lo de la clase de persona que que soy o fui con ella,2
antes bailar ahora ya no ahora ya no,2
sí igual porque las nenas tienen clases todo entonces,2
gracias,2
claro era novedosa pues la rama de electrónica y telecomunicaciones,2
no la oficina por ahí medio partió así de ahí no,2
ahorita en este punto hoy día por ejemplo he vendido cincuenta dólares no cubre un gasto de sueldo,2
no como le digo me voy a pasear o estoy en la casa con mi pareja hablando o sino si no es eso no de pasear o estar en la casa entonces nos vamos a ir a trabajar sí,1
yo quisiera tener unos tres más y por qué porque cuando van a ser mayores se van apoyar uno al otro pese a cualquier situación que pase siempre van a estar ahí apoyándose y eso depende mucho de los padres no que como enseñes cómo enseñen a los hijos a que tienen que siempre estar colaborándose ayudándose unos a los otros tienen que mantener la unión en la familia y también porque ella ya está creciendo no ya tiene cuatro años ahora y cuando salimos a la calle a veces ella se queda mirando a los niños o las niñas como están jugando y ella quiere jugar de la misma manera con ellos y ella se quiere jugar pero los otros niños no responden de esa misma forma algunos son más tímidos en cambio ella no le dice jugaremos y si quiere jugar va jugar pero hay esos niños que son más cerrados y no no se no se habitúan no a lo a ese momento y también por esa razón es importante shhh,1
a ver un tallarín un espagueti aglio olio que es el más fácil,2
ya no me acostumbro a ningún otro producto además me duele el codo cuando veo en lo que lo venden,2
en la señora había ido a la casa de mi mamá diciendo que no le he pagado de las salchipapas que nos hemos comido esa es la situación más chistosa,2
pero sí encuentras encuentras de todo acá eso es lo bueno que mira yo de ahora que te decía trabajo con trabajo con chinos y a ellos los mariscos les encanta es como que el plato más la comida más que cómo la llamaríamos o sea lo lo mejor que puede haber los mariscos entonces les encanta los mariscos y cuando viajamos por ejemplo a entity es el paraíso para ellos el camarón el el tema de los mariscos en general entonces sí,2
eso sí en el trabajo tanto también nos cuidábamos full porque ahí solo trabajaba con otro señor entonces tanto y tanto nos cuidábamos full porque él también tenía sus nietos entonces,2
un día normal es levantarme desayunar hacerme el aseo cambiarme y estar en la casa con mi mamá con mis hermanos un tiempo qué será de pero digamos que yo me levanto a las diez entre semana,2
a mí me hubiese gustado que cuando nosotros tenemos nuestra edad hubiesen ellos hecho lo que justo ahorita hicieron o sea ponernos a nosotros lo que son los juegos porque hubiésemos nosotros o sea nos hubiésemos divertido más ahí,2
bueno como abogado ya profesional ha sido el poder ingresar a litigar porque en la en las aulas no se llevan el tema este mismo de la práctica forense es importante tener práctica porque uno sale profesional y no sabe por dónde va a empezar si va a hacer memorial y cómo se hace memorial más aún peor cuando uno va a entrar a una audiencia eso es lo que hace falta en las universidades po hacer mayor práctica con el alumno porque sale uno profesional y no sabe por dónde va va a empezar por la audiencia o por el memorial eso es importante no de que se tenga que formar profesionales con práctica especialmente en la justicia así de esa forma manejar y mejorar nuestra justicia que mucha falta hace en nuestro país,1
para irme a españa allá en bogotá y me quedé un mes conocí un montón me encanto bogotá es una ciudad súper linda súper grande jamás había visto una ciudad tan grande en mi vida pero pero bueno sí me gustó bastante,2
de carácter fuerte fuerte la señora los cocineros lo mismo no aguantan así mismo tres dos meses o sea así ya se van otros vienen otros vienen,2
cuando yo pude bueno,2
a ver uno de l uno de la adolescencia adolescencia bueno no sé tal vez de las veces que hacía teatro bueno es que hacía todavía cuando desde que tenía diecisiete dieciocho años ya hacía teatro me gustaba me ha ayudado mucho y haciendo teatro demás me imagino que o sea algo que todavía me me me queda si lo tengo ahí ya aunque ya me parece un poco más gracioso podría ser que me equivocaba no hacía cometía errores medio medio feos o sea actuando no de los diálogos recuerdo una o sea en ese en ese ámbito o alguna vez me por salvar por salvar a un amigo bueno era un conocido era el amigo de otro amigo y me decía necesito hacer un trabajo para la universidad y era la unifranz si no me equivoco decía necesita hacer una grabación no te necesita firmar porque era creo que marketing o algo así no tenía que hacer filmaciones y demás lo que ha hecho bueno tengo un guion sobre pedro entity o algo así chi y le ha fallado la otra persona no la que tenía que interpretar la que ha estudiado ha dicho oye tú que estás estudiando teatro o estás hacien haces teatro y eres no más bueno haz ayúdame con esto me dijo y yo no yo no yo no trabajo con g trabajaba muy empíricamente en el el o sea en el escenario sobre todo me gustaba mucho hacer mucha improvisación comedia clown y pantomima y eso y he dicho bueno ya pues te ayudo no no creo que sea mucho tiempo porque o sea esa esa tarde nomás había que hacer he dicho bueno también tengo tiempo haremos a ver no no no he trabajado mucho con guion así con mucho diálogo pero a ver intentaremos y una desgracia cuando se ha visto ya el resultado al final porque nos ha tomado más del tiempo que creía es que tampoco es tan fácil el título era puntos sobre las íes ese era el título pero es que de pronto ese día así por los nervios por la cámara por las luces y demás me he puesto tan nervioso que he empezado a decir mucho una muletilla todo el tiempo cada eran cada segundos más o menos todo el tiempo y también claro tal vez por consideración y demás el las otras personas las que estaban ahí no me han dicho mucho me ha dicho deberías modificar un poquito esto pero al final tampoco tenían derecho porque ni me estaban pagando ni nada no me han dicho nada hazlo nomás pero yo mimo me yo mismo me daba cuenta de que estaba exagerando demasiado al decir esa muletilla porque no recordaba el diálogo no las muletillas se utilizan cuando el hipocampo se reduce y uno empieza a divagar y a divagar qué era así no y el t todo el tiempo era sí y entonces compañeros sí y sí y sí sí todo el tiempo sí he dicho tanto eso que al final creo que le han cambiado el título cuando lo han presentado ya no eran puntos sobre las íes le han puesto puntos sobre las síes o algo así pero es que si me rayaba no era era terrible yo he visto y me daba vergüenza no porque todo el tiempo sí sí sí y sí no y demás eso o sea eso sí se me queda he dicho hecho una vergüenza nun espero que nunca nadie vea ese vídeo porque lo han presentado en un auditorio con mucha gente feo feo feo sí pero ya bueno es una anécdota de las que recuerdo también era joven creo yo,1
por mis papis o sea ellos toda la vida han vivido aquí en la entity yo también viví veintiún años de ahí viví como diez años en entity y ahorita vivo aquí,2
ya mi infancia yo vivía en en la entity colonial ahí era antes era todo de lodo tierra era como campo era todo potrero todo igual la pobreza no había muchas cosas me acuerdo que que mi mamá tenía vacas tenía chanchos tenía full animales y yo le ayudaba con los animalitos a cuidarle,2
no no porque irme a otro lugar ya sería un poco para mí no porque no conozco ese lados tampoco no tengo familiares en en ese lado de otro país o de otro entity o otros lugares nove otro ese lado tengo no conozco ninguno no tengo en ese lado también ni un ni mi familia y entonces no no no me atrevo a ir a ese lado también solo a pasear nada más,1
no y y me fui a la casa donde vivía mi mi amigo y de ahí me decían que no puede no podía haber salido así que tienes que ir a a firmar no sé cómo de ahí ellos se fueron a firmar a decir que ya se había salido que ya estaba bien,2
no la química siempre me gustó espérame un rato la química mi papá es ingeniero químico mi papá es ingeniero químico igual la química siempre me gustó entonces yo salí del colegio con la idea que quería hacer química pura tuve un doc un profesor de química muy lindo que me incentivó pero divino entonces yo dije química pura además en matemáticas era pésima entonces y química pura y ya pero de ahí me casé al terminar el primer año de universidad entonces ya dejé la química y me dedique al comercio exterior después porque además tuve guagua enseguida,2
chuta no sabíamos qué hacer de ahí cuando ya mejor le dije a ella que se espere aquí hablamos con el dueño de ahí que voy a traer la plata de aquí abajito que nos que me he olvidado cómo era unas dos cinco cuadras y un y un callejón para abajo,2
claro,2
a veces le empujan o cosas así pero ahí está ella es una buena persona y creo que se se debe a la educación,2
no ninguno,2
lo que lo que a mí me enseñó es son mis padres para sembrar o sea ellos más antes sembraban cultivaban porque ellos ellos a ellos vuelta le han enseñado los los los abuelos los papás de mi papi así todo de esa de esa costumbre uno se se siembra para para tener algo en nuestros hogares en nuestro para nuestro consumo,2
nada así de que han habido muertos,2
entonces tengo una familia muy amiga mía cercana k que te debes acordar que siempre me han invitado ya a lo largo de más de veinte años entonces yo soy la experta de la col picada para aprendí a hacer colslow esa col de las colslow y vino y llevo el pick and pie el famoso pie de pecanas que no es mi favorito porque es gusto gringo pero hay que llevarlo porque todo el mundo come,2
sí esos no es tan seguro ponerles en el medio,2
entonces no sí fue chévere o sea el encuentro que nos vivimos y todo sí,2
claro más cobijas porque cuando viene la helada es del el volcán o sea se siente más como que estuviera abriendo la refri y el hielo,2
claro sí en en modalidad virtual entonces ahí también hubo retos de urgencia tocó aprender a manejar aulas virtuales y todas estas cosas y buscarse formas de tener material preparado para eso no pero no me gustó la experiencia no me gustó porque para mí el hecho de estar presencialmente con los estudiantes viéndoles a los ojos viendo cómo se sientan viendo las reacciones que tienen a uno le va dejando una lectura de qué tanto está entendiendo qué tanto está concentrado en lo que estamos haciendo en cambio en la forma virtual eso se perdió completamente y y pienso que solamente muy pocos aprovecharon el resto pasaron como pudieron,2
una se llama b y la otra se llama c,2
qué es lo que más me gusta de mi trabajo,2
sí,1
el lugar aquí vivo en la zona entre ríos calle i número xxxxx aquí cerca la portada,1
sí tenía amigos en el barrio y amigos en el colegio,2
sí para seguir viajando híjole sí yo sería feliz,2
casarme casarme no no está en mis planes eso,2
zapatero a tus zapatos a mí sí dame ensalada papitas con perejil pídanme una carne no me gusta mucho llevar porque prefiero hacerla donde voy,2
sí la verdad lo que me ha impactado es lo que ha pasado en can entity sí entity lo que a un niño le han en entre varios hombres le han le han abusado y para colmo les ha le han contagiado de sida y el niño estaba sufriendo tanto hasta que en el hospital igual a su le han internado al niño la la mamá quería estar con su niño porque la verdad es que casi le han desahuciado al niño y los doctores también no le dejaban quedarse en el hospital con con él le decían el niño le decía mamá me quiero mamá quiero que estés conmigo y la y la mamá le decía al doctor por favor doctor puedo quedarme contigo y el doctor qué decía no no puede por el hecho que tenía sida y la verdad eso me ha impactado mucho,1
tanto hasta en la estructura porque yo me acuerdo incluso revisando fotos todo esto era botado como potreritos y todo entonces ahorita ya está todo poblado,2
ella sí también terminó el colegio pues cuando ella estaba para dar bueno ella se dio un sabático,2
en el colegio,2
a ella le conocí por medio de un de un amigo me presentó de ahí comenzamos a salir y hasta que ya nos hicimos novios y ahora ya somos pareja,2
gracias a dios hasta ahorita que estoy no no me ha pasado nada no me ha pasado nada y y siempre que he salido siempre a veces sí me he ido a entity pero con un miedo no y pero gracias a dios no me ha pasado nada nada nada no me ha pasado,2
en esta casa yo casi estoy más de cinco años he vivido desde que era niña pero salía volvía salía volvía y este último estuve casi unos cinco años casi cinco años que estoy aquí sí cinco años estoy últimamente en esta casa antes he vivido igual otros cinco años pero ya me he ido a otros ocho años he vuelto he nacido se puede decir que en esta casa pero ya es tiempo es tiempo yo ahorita tengo ya cuarenta y siete años la zona es mi zona donde he nacido es aquí que vivo,1
hay veces que sabe estar sin neblina sabe estar limpiecita ahí como saben estar los carros en fila tomando las fotos es lindo es lindo,2
el que se me viene a la mente así sisí es un viaje que he tenido al perú ha debido ser el no sé yo he debido tener unos veinticinco años ahorita tengo cincuenta y cuatro años y nada wwh era en lima perú y claro el amigo dónde me aloje me dijo por donde podía moverme tranquilamente y por donde no pero yo desobedecí porque me aburrí de transitar las mismas calles y todo porque él trabaja todo el día y recién nos veíamos seis de la tarde entonces yo no me podía quedar en casa encerrado todos los días si estaba de vacación por lo tanto salía me iba a la playa iba y volvía y ya sabía por dónde moverme pero me aburrí de todo eso porque ya había pasado como veinte días entonces le dije que quería comprar ropa a determinado lugar él me dijo que tome un taxi o una tome una movilidad y no le hizoe caso porque yo lo quería hacer a pie entonces ahí me he topado con unos ladrones no que en combinación con la policía han tratado de quedarse primero de raptarme de llevarme lejos gracias a dios solo se me han quedado con mi cédula boliviana y cincuenta dólares tenía otros cincuenta dólares en soles que había cambiado pero ellos no no percibieron de que era un monto de cincuenta dólares en soles y ahí sí me me he desesperado he visto en riesgo mi vida de que me pase algo no y nada o sea gracias a dios me dejaron ir pero ha sido una una fea experiencia no que luego ya no quería salir ni a la esquina y nada es por eso tan tan popular digamos la manera de pensar que los peruanos son ladrones no entonces eso está un poco grabado en mí lo que no me gusta mucho de esa nacionalidad pero ahora aparte de que sean los peruanos igual vemos lo mismo en nuestra tierra o en cualquier otro lugar tenemos que tener siempre cuidado no es cierto,1
a la de nueve a cuando regresamos fue porque veníamos de vacaciones y nos íbamos solo de vacaciones pero en ese momento mi papá supimos que salió allende de presidente y mi papi dijo que iba a salir iban a pasar cosas difíciles y no es que él era profesor universitario no es que teníamos ni casa propia ni nada entonces era un asunto que era mejor le ofrecieron trabajo aquí y tomó la decisión nos quedamos y de la noche a la mañana no hubo regreso no me despedí de ningún amigo no le agarre nada especial veníamos con la ropa del viaje y ya nos quedamos,2
a enfermarnos pero gracias a dios de mi casa no no se enfermó nadie no perdí a nadie por este virus pero se ha sabido se ha sabido sobrellevar,2
sí sí él estudió todo el colegio poniendo mucho esfuerzo porque sí es buen estu sí fue un buen un buen estudiante y pues quedó hasta ahí el colegio acabó luego quiso entrar a la universidad no no había escogido bien la carrera creo,2
siempre pues no la podemos dejar solita porque es como una como nuestra bebé ella es la hermanita de mis hijos es y es mi hijita ella le tejo ropita como es una friolenta entonces le tejo su ropita también gracias a ella he aprendido a tejer porque le he empezado a tejer ropita que como es una una perrita que tiene de pelaje corto entonces es friolenta y le hago su ropita entonces también he apre también hago ropitas para mascotas entonces ella ha sido mi modelo,1
y y luego se hace el refrito y después se licua el maní con la leche y se le ponen en la cebollita,2
ee h no he viajado a entity pero sí he viajado a entity,1
sí hay veces que en las cárceles hay más injustos que los que se merecen el,2
porque algunas piezas no ya no hay ya no venden ya,2
sí,2
la séptima,2
de primero de básica hasta tercer grado creo que es ahora ya está estudiando una maestría para que ella sí se está preparando igual que mi hermano que es policía él también está preparado de mis hermanas que son pequeñas todavía mi otra hermana que vive en el oriente que ella se fue por allá vive a hacer su familia por allá,2
vivía,1
pienso que tiene mucha suerte porque alguien ganarse la lotería es algo que no se ve,2
y hay tres y hay tres que hacen quesos yogures,2
no estamos en la casa no como le comento solo en la casa o a veces donde mi mamá me voy o aquí estamos cocinándonos o donde mi suegra también llama a veces pero no tan seguido como mi mamá y por eso también a veces nos cocinamos a veces estamos en la casa no más,1
a mí me gusta la el sancocho de bagre,2
sí uuuuy por eso también ella es apegada a mí bastantísimo o sea me quiere full debe sentir ese cariño que yo le di el primer abrazo el primer beso,2
sí,2
claro sí porque más vale así porque ya tu única amiga tu compañera tiene que ser tu esposa porque a veces hay amigos que solo te llaman para tomar y el trago no lleva nada bueno,2
sí o sea yo prefiero escribir con estilógrafo pero bueno o lápiz el esferográfico uso poco,2
que estaban en el comedor en la sala estaban así o sea ya sabe los toreros de ciertos toreros ya saben que ellos toman comen estaban ahí nosotros ese rato estaba yo o sea ya no alcancé a hacer la habitación de la señora y hace rato estaba recién haciendo el limpiando el baño,2
como que jalaba y de ahí y es que me he puesto a nadar así en las cochas de agua y así me han llevado al hospital de ahí estaba en el bueno ya no me acuerdo cómo llegué al hospital pero en creo que he estado ahí a punto de morir que yo sí me acuerdo que he estado como que yo volaba pero como como así como cómo se puede decir como un almita así como en blanco así volaba,2
sí la iglesia no más de esa escuela ya no existe y claro eso fue muy bonito ese tiempo y ahora todavía con mis compañeros de escuela con algunos nos reunimos de hecho nos reunimos cuando cumplimos cincuenta años de conocernos,2
bueno la verdad es he estudiado hasta he salido hasta bachiller y al salir bachiller solamente me he puesto a trabajar ya que mis papás no no vivía con mis papás de ahí yo he decidido independizarme y desde entonces no después he tenido que salir un dos años del bachiller he conocido a una mujer con la cual he tenido un hijo y él actualmente tiene años y y he tenido dos trabajos antes de ser chofer he trabajado de de se puede decir cargador en una empresa solía trasladar la empresa era acerca de una de traslados entonces fui a trabajar ahí he trabajado casi tres años o algo más y luego de eso he decidido buscar otro trabajo con lo cual me he encontrado con el oficio de chofer el cual me ha interesado y y lo veo para mí lo fue fue un buen trabajo también bueno tam no me falta para para mi para mi o para mi hijo no me falta nada incluso para sus estudios me alcanza con lo que gano entonces me me ha sentado bien ese trabajo y pues ya llevo años trabajando como chofer qué más mencionar,1
sí he intentado jugar así pero no me he ganado,2
sí,2
no no mucho,2
de robo no pero de casi secuestro sí cuando cuando diecisiete años ese eso ya le he contado no,1
n diez años máximo diez años creo sí y mis papás se salieron de la casa de mi abuela compraron esta casa y nos vivi vinimos a vivir acá y desde ese entonces vivo en este lugar,1
pues de mi tercera hermana es una hermana,2
cómo nos conocimos verá yo le conozco a ella hace tengo treinta y ocho claro hace veinte años le conocí a ella porque era vecina de un primo entonces yo le conocí donde vivía o sea compartimos algunas veces así pero ella era casada tenía su compromiso entonces compartíamos porque el señor trabajaba en el oriente pero así era de repente solo cuando íbamos sea a tomar en la casa de él así le veía entonces ahí nos conocimos ha habido una atracción todo eso ahí pasó el tiempo nos perdimos todo eso cada quien por su lado hasta que nos volvimos a encontrar y como ya todo el mundo tiene su facebook sus cosas nos encontramos hola qué tal qué tal nos dimos los facebook todo eso y comenzamos a conversar y todo eso entonces ahí nos comenzamos a acercar todo eso así y ahí justo en el dos mil quince en el dos de mayo me acuerdo clarito de ahí le robé yo el primer beso todo eso y ahí empezó a retoñar nuestra historia de amor,2
y me había olvidado la plata o sea salimos estábamos juntos y teníamos ganas de ir a comer al chifa,2
claro para hacerme una piyama una blusa lo que sea ya,2
se suspendió entonces no ves cosas como que llamen la atención para poder decir vamos a salir vamos a hacer esto alguna cosa así,2
yo yo cuando de niño he nacido en entity n es a el camino a zongo es una mina que está a los cinco mil metros creo que del a nivel del mar está en las faldas del entity hasta mis siete años vivía ahí tras la revolución de entity nos mi papá nos trajo aquí a entity,1
pero no no me gusta mucho eso digo yo que hubo la posibilidad de ayudarme mis padres pero no supe aprovechar pero no me arrepiento tampoco de tener mi hogar no me arrepiento sea lo que sea no me arrepiento porque ha sido un buen padre para mis hijos también para que no tengamos que decir hasta ahora y el segundo como él todavía está por un largo camino de recorrer no no me ha dado ningún problema,2
ya creo que algún momento tocará contagiarse y si no nos contagiamos ya es con la bendición de dios,2
del la tarea de lenguaje de aquí otra clase y en la en la ciudad también en el campo y en la ciudad siempre cambian porque aquí en la ciudad nos dan menos tarea y en el campo nos dan más tarea,1
claro o sea,2
no,2
los fines de semana lo que hago actualmente actualmente estoy con un contratito le cuento ahorita prácticamente nuestro trabajo pues es puro contratos no de nosotros nos agarramos contratito y ya pues estamos trabajando nomás pues lo importante es que vea trabajo eso es joven y ahorita a ver cómo le cuento estoy en un contratito una locita ahorita tenemos una tenemos un edificio tres pisitos tenemos que hacer ahoritita ya estamos ya estamos por acabar ya segundo piso estamos ya un pisito nomás ya nos falta así ya vas a acabar así vamos a preguntar también pues si es que quiere no sé una afinadita esa parte no solamente nos ha dicho ya levántame levantemo levántenmelo tres pisos así así con su machón si es con su ladis no ve esito nomás ya ahorita eso joven yo trabajo de lunes a sábado sábado hasta mediodía así hasta ahí trabajo luego ya me me descanso ya un rato con mi familia estoy ya también ahí estoy dedicándole tiempo a la familia así tampoco es bueno joven este dedicarse muy mucho así al trabajo ahora necesitas ver un rato a tus hijos así a tu a tu señora y así joven ahorita estoy así fines de semana pues a veces nos vamos también pues no sé a comer un platito así o si no nos vamos así de paseo así también eso es lo que hago pues joven a veces a modo de disfrutar así con la familia y eso joven eso lo podría decir,1
es este pues es como te puedo decirte es el choclo molido no esito choclo molido y con su papá la sopita no eso,1
sí está en mis planes tener más hijos para la compañía de a porque es importante también que tenga hermanos,1
y como todavía tengo comunicación con ellos siempre nos acordamos de eso o sea,2
fue terrible fue terrible,2
a más de lo que tenemos los parques porque es hermoso o sea realmente tú conoces la terraza de mi casa es tiene una vista hermosísima es bellísima o sea a mí me encanta realmente esta parte de acá o sea tiene muchos parques hay muchos espacios libres libres de uno o sea no tampoco a pesar de que la casa principal o sea es una avenida no hay tanto tráfico o sea no hay mucho smog no hay nada de esas cosas es lo que me agrada es lo pienso que es lo más interesante que tenemos en el barrio,2
sí no él tenía en la casa mismo donde vivíamos,2
a veces hay reuniones o sea tienen ellos un grupo de whatsapp,2
no gracias a a ti que por la entrevista y nada pues espero lograr mi objetivo,1
de tú prefiero de tú,1
va a haber va a seguir apareciendo las enfermedades por el clima que está cambiando también por la alimentación que uno tiene todo eso va va a afectar y en un futuro hasta las personas de acuerdo a un artículo que he leído van a ser más al tas y y todo eso va cambiar por el clima y la alimentación también,1
del comercio informal en cuánto a las ambulantes,1
hay puras casas,2
con covid,2
a veces las salidas con mis amigos era a tomarnos unas cervezas a emborracharnos,2
y con las cosas que ha pasado con mi hija mayor que viaja ha sido el instrumento para acercarme más al señor porque es un milagro que mi hija esté viviendo ahora,1
claro a ver eso fue por un mes porque ahí retornamos al turno de la noche porque ya quitaron el estado de entonces nosotros teníamos estos salvo conductos que empezaron a salir,2
estuve por cumplir cincuenta y tres años cuando me jubilé,2
cuando entran en licitaciones o para comprar producto en algunas empresas te piden tres proformas tres cotizaciones entonces tienen que tener tres cotizaciones para poder comprar en la que ellos quieren,2
pero acá sí,2
claro porque como dieron justo estos estados de queda toque de queda entonces entraba a las cinco de la mañana que se acababa el toque de queda y hasta las dos de la tarde trabajábamos así entonces producíamos bastante pan todo eso para que después se encarguen de de entregar y todo eso,2
